unit,icha11_hf,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
EUR_HAB,HF121,PL	506.69 	472.17 	433.81 	433.30 	411.77 	399.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,PT	45.00 	42.39 	40.04 b	19.24 	19.12 	17.38 	17.38 	17.02 	16.56 	17.21 	14.71 	12.84 	12.11 	10.87 	10.54 	9.99 	10.19 	9.43 	8.86 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,RO	371.96 	311.90 	281.73 	257.97 	250.07 	248.16 	209.66 	201.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,SE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,SI	1271.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,SK	856.15 	815.39 	810.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF121,UK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,BA	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,BE	1.79 	1.77 	1.75 	1.71 	1.65 	1.72 	1.72 	1.55 	1.69 	1.79 	1.90 	1.86 	1.78 	1.88 	1.84 	1.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,BG	: 	: 	0.00 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,CH	3242.46 	3386.33 	3396.89 	3359.86 	2844.00 	2775.00 	2649.26 	2516.39 	2217.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,CZ	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,DE	333.82 	319.39 	314.78 	312.07 	299.76 	298.52 	292.38 	292.00 	277.40 	268.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,DK	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,FI	40.71 	41.12 	41.59 	42.13 b	41.69 	42.70 	40.01 	38.58 	37.57 	36.80 	36.74 	32.49 	28.51 	24.96 	19.48 	18.14 	17.46 	17.15 	16.12 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,FR	261.54 	245.47 	241.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,HR	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,HU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,IE	0.00 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,IT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,LI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,LT	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,LV	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,MT	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,NL	2489.61 	2414.47 	2362.85 	2317.61 	2097.60 	2065.45 	2038.16 	2073.23 	2066.76 	1985.14 	1892.30 	1685.14 	1587.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,PL	3.69 	3.72 	3.51 	2.93 	2.64 	2.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,PT	0.00 	0.00 	0.00 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,SE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,SI	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF122,UK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,AT	2001.32 	1927.49 	1866.41 	1818.96 	1770.42 	1711.40 	1678.79 	1620.60 	1577.38 	1568.05 	1541.69 	1478.16 	1391.92 	1346.30 	1299.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,BA	294.43 	277.99 	276.15 	255.48 	236.94 	230.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,BE	2299.88 	2258.92 	2187.78 	2231.44 	2492.51 	2428.41 	2400.61 	2323.80 	2235.26 	2176.10 	2062.08 	1877.10 	1779.26 	1741.46 	1708.08 	1576.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,BG	285.51 	253.17 	230.17 	216.79 	222.89 	192.12 	174.49 	155.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,CH	3523.37 	3675.25 	3687.92 	3659.81 	3096.42 	3025.69 	2906.77 	2773.60 	2445.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,CY	3.80 	4.20 	4.86 	4.68 	8.94 	9.49 	10.39 	10.81 	10.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,CZ	1041.40 	903.22 	831.25 	814.04 	808.66 	829.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,DE	3614.31 	3482.10 	3306.78 	3203.77 	3081.94 	2951.94 	2821.18 	2760.62 	2660.79 	2567.07 	2163.69 	2070.96 	1995.61 	1942.70 	1886.69 	1933.83 	1898.70 	1839.89 	1786.71 	1744.36 	1684.29 	1649.21 	1669.57 	1585.23 	1415.69 	1304.34 	1248.53 
EUR_HAB,HF12_13,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EA18	1870.71 	1814.34 	1749.54 	1658.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EA19	1860.47 	1803.87 	1739.12 	1648.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EE	847.28 	741.97 	696.48 	649.93 	610.56 	558.36 	520.10 	480.24 	457.91 	466.22 	469.56 	396.73 	309.59 	274.42 	239.82 b	207.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EL	415.22 	436.40 	397.82 	378.45 	356.01 	422.61 	546.05 	727.44 	750.37 	823.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,ES	96.60 	91.65 	92.36 	90.87 	88.60 	87.08 	85.68 	86.12 	87.25 	86.28 	88.90 	85.62 	84.86 	79.74 	74.53 	69.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EU27_2007	1337.48 	1291.15 	1241.61 	1178.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EU27_2020	1530.54 	1476.18 	1418.70 	1345.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,EU28	1332.22 	1285.67 	1236.46 	1173.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,FI	533.54 	515.84 	524.41 	538.32 	526.08 	519.12 	521.29 	502.73 	483.67 	485.09 	482.50 	445.47 	425.52 	404.49 	383.90 	356.82 	331.44 	304.07 	277.59 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,FR	3104.98 	3051.61 	3000.99 	2709.27 	2681.54 	2621.55 	2568.74 	2519.47 	2469.51 	2427.66 	2348.45 	2284.88 	2212.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,HR	678.05 	611.56 	611.23 	573.90 	548.91 	551.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,HU	558.31 	531.10 	493.35 	445.76 	435.94 	432.04 	426.04 	448.19 	438.02 	401.20 	453.05 	433.54 	444.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,IE	28.05 	16.13 	13.43 	12.78 	13.72 	13.00 	11.44 	12.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,IT	3.76 	4.29 	4.40 	5.65 	5.77 	5.66 	5.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,LI	3832.03 	4118.08 	4371.65 	4397.33 	3884.85 	3809.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,LT	621.76 	552.29 	513.84 	477.06 	443.96 	416.90 	407.98 	411.40 	378.47 	386.40 	391.21 	323.20 	264.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,LU	4162.35 	3967.71 	3863.46 	3821.32 	3849.66 	3749.43 	3666.11 b	3890.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,LV	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,MT	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,NL	3389.35 	3270.56 	3190.37 	3160.29 	3200.30 	3168.37 	3164.67 	3093.43 	3056.37 	2939.45 	2825.46 	2690.28 	2551.55 	1947.39 	1895.80 	1871.88 	1746.17 	1569.89 	1406.20 	1324.00 	1253.76 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,PL	510.39 	475.88 	437.32 	436.23 	414.40 	401.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,PT	45.00 	42.39 	40.04 b	19.24 	19.12 	17.38 	17.38 	17.02 	16.56 	17.21 	14.71 	12.84 	12.11 	10.87 	10.54 	9.99 	10.19 	9.43 	8.86 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,RO	371.96 	311.90 	281.73 	257.97 	250.07 	248.16 	209.66 	201.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,SE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,SI	1271.29 	1172.44 	1141.57 	1097.23 	1045.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,SK	856.15 	815.39 	810.53 	753.04 	739.44 b	696.71 	671.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF12_13,UK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,AT	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,BA	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,BG	: 	: 	0.00 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,CH	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,CZ	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,DK	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,FR	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,HR	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,HU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,IE	0.00 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,IT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,LI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,LT	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,LV	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,MT	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,NO	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,PL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,PT	0.00 	0.00 	0.00 b	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,SE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,SI	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF13,UK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,AT	312.05 	299.80 	287.95 	282.92 	278.52 	268.05 	256.28 	246.26 	244.14 	241.80 	233.37 	222.84 	209.72 	203.38 	210.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,BA	1.73 	1.51 	1.20 	1.07 	0.90 	0.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,BE	213.21 	204.71 	193.73 	182.23 	164.51 	157.95 	148.06 	148.01 	135.89 	132.19 	135.60 	153.83 	145.26 	140.34 	133.21 	126.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,BG	9.34 	8.11 	7.09 	6.44 	5.86 	5.56 	5.45 	4.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,CH	635.44 	654.72 	675.56 	665.29 	565.57 	546.51 	549.69 	628.94 	551.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,CY	203.42 	206.02 	193.91 	188.65 	162.43 	157.55 	161.26 	156.73 	159.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,CZ	41.47 	40.53 	35.78 	32.40 	36.81 	32.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,DE	135.72 	126.16 	120.39 	118.60 	116.31 	114.29 	111.17 	110.02 	102.76 	98.01 	349.01 	330.15 	315.45 	305.62 	293.81 	283.62 	269.64 	256.14 	247.14 	237.47 	225.08 	218.51 	209.45 	218.20 	198.25 	187.97 	169.53 
EUR_HAB,HF2,DK	123.74 	114.88 	108.56 	105.23 	97.52 	90.39 	86.78 	82.93 	78.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,EA18	178.24 	172.02 	165.87 	206.53 	202.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,EA19	176.89 	170.69 	164.55 	204.83 	201.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,EE	23.26 	19.06 	17.75 	16.11 	15.49 	15.26 	14.18 	12.40 	12.24 	12.44 	16.33 	8.69 	5.39 	10.86 	9.90 b	8.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,EL	62.09 	57.13 	55.40 	52.64 	50.56 	46.49 	50.23 	49.69 	54.46 	43.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,ES	171.69 	161.19 	139.16 	135.24 	133.23 	123.41 	122.79 	127.77 	110.57 	124.17 	122.95 	131.14 	121.71 	109.73 	99.55 	92.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,HF2,EU27_2007	154.35 	148.48 	142.59 	172.88 	166.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
